URL,Title,Company,Industry,Size,Posted at,Location,Job Type,Experience Required,Responsibilities,Requirements,Skills Required,Raw Details,Scraped at
https://www.techinasia.com/jobs/6bf8befc-b618-4bc8-9527-b95476d2b986,"Senior Software Engineer, Frontend (Remote)",Warung Pintar Group,Retail (general),"501 – 1,000",Date created: 14 Sep 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Support the entire application lifecycle (concept, design, test, release and support)', 'Integrate data from various back-end services and databases', 'Produce fully functional applications writing clean code', 'Troubleshoot and debug to optimize performance', 'Liaise with Product Development Team to plan new features', 'Ensure new and legacy applications meet quality standards', 'Research and suggest new mobile products, applications and protocols', 'Stay up-to-date with new technology trends', 'Write documentation for your code']","['Having minimal 4 years experience as Frontend Engineer', 'Passion in software engineering, especially in building rich applications', 'Experience in web technologies (React, React Native & Javascript)', 'Experience with popular React.js workflows (such as Flux, Redux or Apollo Client)', 'Posses strong javascript debugging skills', 'Willing to learn either native or web development', 'Good knowledge in Android / iOS fundamentals (or both) is a plus', 'Familiar with RESTful APIs and GraphQL', 'Knowledge of modern authorization mechanisms, such as JSON Web Token', 'Ability to understand business requirements and translate them into technical requirements', 'A knack for benchmarking and optimization', 'Familiar with code versioning tools GIT']","['Attention to Detail', 'Problem Solving', 'Communication Skills', 'Team Leadership']","<div class=""jsx-3475296548""><p><strong>Responsibilities</strong></p>
<ul><li>Support the entire application lifecycle (concept, design, test, release and support)</li>
<li>Integrate data from various back-end services and databases</li>
<li>Produce fully functional applications writing clean code</li>
<li>Troubleshoot and debug to optimize performance</li>
<li>Liaise with Product Development Team to plan new features</li>
<li>Ensure new and legacy applications meet quality standards</li>
<li>Research and suggest new mobile products, applications and protocols</li>
<li>Stay up-to-date with new technology trends</li>
<li>Write documentation for your code</li>
</ul>
<p><strong>Requirements</strong></p>
<ul><li>Having minimal 4 years experience as Frontend Engineer</li>
<li>Passion in software engineering, especially in building rich applications</li>
<li>Experience in web technologies (React, React Native &amp; Javascript)</li>
<li>Experience with popular React.js workflows (such as Flux, Redux or Apollo Client)</li>
<li>Posses strong javascript debugging skills</li>
<li>Willing to learn either native or web development</li>
<li>Good knowledge in Android / iOS fundamentals (or both) is a plus</li>
<li>Familiar with RESTful APIs and GraphQL</li>
<li>Knowledge of modern authorization mechanisms, such as JSON Web Token</li>
<li>Ability to understand business requirements and translate them into technical requirements</li>
<li>A knack for benchmarking and optimization</li>
<li>Familiar with code versioning tools GIT</li>
</ul>
<p><strong>Benefits</strong></p>
<ul><li>Flexible working hours</li>
<li>Communication &amp; Transportation Allowance</li>
<li>Vision Allowance</li>
<li>Maternity Allowance</li>
<li>Insurance with Dental cover and COVID-19 free special coverage</li>
<li>Private Medical/health insurance for employee and family members (spouse up to 3 children)</li>
<li>BPJS Allowance (Jaminan Hari Tua, Kesehatan, Jaminan Pensiun, Jaminan Kecelakaan Kerja, Jaminan Kematian)</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:17.128598
https://www.techinasia.com/jobs/0036efdf-719d-4cc8-9487-edff6348c56f,Reporting & Performance Analytic Specialist,Halodoc ID,Health & Wellness,201 – 500,Date created: 13 Sep 2021,"Jakarta, Indonesia",Full-time,4 to 7 years,"['Prepare regular and ad-hoc reports', 'Focus on the delivery of inventory of reports that support the business', 'Identify opportunities to streamline, automate the reporting, and consolidate reports.', 'Interpret data, analyze results using statistical techniques and provide ongoing reports', 'Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality', 'Acquire data from primary or secondary data sources and maintain databases/data systems', 'Identify, analyze, and interpret trends or patterns in complex data sets', 'Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems', 'Work with management to prioritize business and information needs']","['Bachelor’s Degree, preferably in Mathematics, Economics, Computer Science, Information Management, or Statistics.', 'Proven working experience as a data analyst and/or reporting data analyst', 'Proficiency with analysis of data and metrics', 'at least 3 or more years experience with data analysis and reporting, adept at queries, report writing, and presenting findings', 'Technical expertise regarding data models, database design development, data mining, and segmentation techniques is highly preferred', 'Requires strong skill (mandatory) in Microsoft Office suite of applications (Access, Excel, Word, Powerpoint,) and other relevant software.', 'Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc)', 'Preferably with adequate knowledge especially doing data queries and experience with databases (Microsoft SQL, MySQL, Python, etc)', 'Experience in developing dashboards using datavis tools (Data Studio, Looker, Metabase, etc)', 'Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy', 'Intellectual curiosity and ability to challenge status quo', 'Adept at working with stakeholders in business and technology teams, including senior-level management, to build strong relationships', 'Must be organized; thorough; able to process, absorb and transfer information expediently; and be able to work under pressure in order to meet deadlines.']","['MySQL', 'SAS', 'SPSS', 'Analytics & Reporting', 'Data Analysis', 'Data Mining']","<div class=""jsx-3475296548""><p><strong>Job Description:</strong></p>
<ul><li>Prepare regular and ad-hoc reports</li>
<li>Focus on the delivery of inventory of reports that support the business</li>
<li>Identify opportunities to streamline, automate the reporting, and consolidate reports.</li>
<li>Interpret data, analyze results using statistical techniques and provide ongoing reports</li>
<li>Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality</li>
<li>Acquire data from primary or secondary data sources and maintain databases/data systems</li>
<li>Identify, analyze, and interpret trends or patterns in complex data sets</li>
<li>Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems</li>
<li>Work with management to prioritize business and information needs</li>
</ul>
<p><br/></p>
<p><strong>Requirements:</strong></p>
<ul><li>Bachelor’s Degree, preferably in Mathematics, Economics, Computer Science, Information Management, or Statistics.</li>
<li>Proven working experience as a data analyst and/or reporting data analyst</li>
<li>Proficiency with analysis of data and metrics</li>
<li>at least 3 or more years experience with data analysis and reporting, adept at queries, report writing, and presenting findings</li>
<li>Technical expertise regarding data models, database design development, data mining, and segmentation techniques is highly preferred</li>
<li>Requires strong skill (mandatory) in Microsoft Office suite of applications (Access, Excel, Word, Powerpoint,) and other relevant software.</li>
<li>Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc)</li>
<li>Preferably with adequate knowledge especially doing data queries and experience with databases (Microsoft SQL, MySQL, Python, etc)</li>
<li>Experience in developing dashboards using datavis tools (Data Studio, Looker, Metabase, etc)</li>
<li>Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy</li>
<li>Intellectual curiosity and ability to challenge status quo</li>
<li>Adept at working with stakeholders in business and technology teams, including senior-level management, to build strong relationships</li>
<li>Must be organized; thorough; able to process, absorb and transfer information expediently; and be able to work under pressure in order to meet deadlines.</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:19.291236
https://www.techinasia.com/jobs/db0d7d26-149f-4b2f-8c06-1595228f29b5,Head of Data,PT. Sinbad Karya Pedagangan,B2B ecommerce,51 – 200,Date created: 5 Nov 2021,"Jakarta, Indonesia",Full-time,7 to 10 years,"['Business Analyst (SingSaver)Hyphen GroupSingapore, SingaporeSGD 3,000 – 4,000 17 Sep 2021', 'Business AnalystsZENIKA PTE LTDSingapore, SingaporeSGD 6,000 – 9,000 29 Sep 2021', 'Reporting & Performance Analytic SpecialistHalodoc IDJakarta, IndonesiaIDR 7,000,000 – 12,000,000 13 Sep 2021', 'Data EngineerGramedia e-PerpustJakarta, Indonesia 22 Oct 2021', 'Risk AnalyticsKoinWorksJakarta, IndonesiaIDR 8,000,000 – 12,000,000 21 Sep 2021']","['Business Analyst (SingSaver)Hyphen GroupSingapore, SingaporeSGD 3,000 – 4,000 17 Sep 2021', 'Business AnalystsZENIKA PTE LTDSingapore, SingaporeSGD 6,000 – 9,000 29 Sep 2021', 'Reporting & Performance Analytic SpecialistHalodoc IDJakarta, IndonesiaIDR 7,000,000 – 12,000,000 13 Sep 2021', 'Data EngineerGramedia e-PerpustJakarta, Indonesia 22 Oct 2021', 'Risk AnalyticsKoinWorksJakarta, IndonesiaIDR 8,000,000 – 12,000,000 21 Sep 2021']","['Data Warehouse', 'Data Science', 'Data Analysis', 'Data Visualization', 'Cross-Functional Team Leadership']","<div class=""jsx-3475296548""><p>As the Head of Data in Sinbad, you will lead a passionate data team comprised of Data Engineers, BI Analysts, and Data Scientists. You will have the opportunity to explore large scale of data from multiple sources and use advanced data science techniques to tackle a wide range of challenging business problems. In addition, you will have the chance to play around with the latest tech stacks used in modern tech companies. This position will report directly to the Chief Operation Officer.<br/><br/><strong>Job descriptions:</strong><br/><br/>
- Build and develop a data team consisting of data engineers, business intelligence analysts, and data scientists.</p>
<p>- Manage individual performance and guide personal development in 1-on-1 meetings.</p>
<p>- Oversee the day-to-day operational works of the data team. This includes prioritization, workload management, and project management.</p>
<p>- Be the main point of contact with the senior management and C-Level to align data team initiatives with the strategic company objectives.</p>
<p>- Build and communicate policies to maintain the quality of data deliverables and to keep an optimal workflow of the team.</p>
<p>- Coordinate with data engineers to design a scalable data infrastructure to process high volumes of raw data into actionable business insights.</p>
<p>- Maintain high-quality standards of data analysis reports to support critical business decisions.</p>
<p>- Manage data quality and data definitions to guarantee trustworthy data reports for business stakeholders.</p>
<p>- Explore and assess new data science tools to continuously improve the existing data workflow.</p>
<p>- Be always on the lookout for new opportunities to leverage data to deliver business impacts.</p>
<p><br/></p>
<p><strong>Requirements:</strong><br/><br/>
- Bachelor degree in quantitative or scientific disciplines, Advanced degree is preferred.</p>
<p>- Min 5 years experience working in analytical or data science fields.</p>
<p>- Min 3 years experience as a lead/manager.</p>
<p>- Excellent communication skills with the ability to convey complex concepts to non-technical persons.</p>
<p>- Exceptional problem-solving skills, capable of clarifying ambiguous business problems and coming up with effective strategies to break them down and address them.</p>
<p>- Strong leadership, willing to work in a collaborative environment while supporting and empowering the team member.</p>
<p>- Having a growth mindset with strong willpower to overcome any challenges.</p>
<p>- Strong understanding of the best practice to build a robust and effective end-to-end data science pipeline.</p>
<p>- Experience in managing medium to large-scale projects with multiple stakeholders.</p>
<p>- Previous experience working in e-commerce/B2B industries is a plus.</p>
<p>- Knowledge in project management frameworks such as Scrum or Kanban is a plus.</p>
<p><br/></p></div>",2021-11-10 13:54:21.549224
https://www.techinasia.com/jobs/be371852-fa7e-41ec-8eb1-e102366fd833,Data Scientist (English CV only),Data Arts Xperience   ,"Advertising Platforms, Big Data",2 – 10,Date created: 26 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Senior Digital Performance Marketing Specialist (Elixus)Ematic SolutionsBangkok, ThailandTHB 50,000 – 66,000 1d ago', 'Data Analystdetik.comJakarta, Indonesia 22 Oct 2021', 'Senior Data EngineerBobobox IndonesiaBandung, Java, Indonesia 5 Nov 2021', 'Sales Operation Analyst99.coJakarta, Indonesia 4 Oct 2021', 'Business Analytics99.coJakarta, Indonesia 4 Oct 2021']","['Senior Digital Performance Marketing Specialist (Elixus)Ematic SolutionsBangkok, ThailandTHB 50,000 – 66,000 1d ago', 'Data Analystdetik.comJakarta, Indonesia 22 Oct 2021', 'Senior Data EngineerBobobox IndonesiaBandung, Java, Indonesia 5 Nov 2021', 'Sales Operation Analyst99.coJakarta, Indonesia 4 Oct 2021', 'Business Analytics99.coJakarta, Indonesia 4 Oct 2021']","['Data Science', 'Digital Marketing', 'Data Analysis']","<div class=""jsx-3475296548""><p><strong>Responsibilities:</strong><br/>
   ・Lead data analysis using our DMP data (mainly web log data).<br/>
   ・Solve our client’s issues in digital marketing by utilizing our big data.<br/>
   ・Hypothesize and verify  based on our DMP data.<br/><strong>Requirements:</strong><br/>
   ・Writing, communication, and presentation skills in English, Bahasa Indonesia.<br/>
   ・Proficiency in MS Office, including PowerPoint and Excel.<br/>
   ・Proficiency in data analysis by using SQL, R, SPSS,python etc. <br/>
   ・Basic statistical knowledge and data analysis knowledge such as multivariate analysis, correlation analysis, multiple regression analysis, covariance.<br/>
   ・Experience and knowledge in programming, data mining.<br/>
   ・Strong passions and interests in digital marketing.</p>
<p><br/></p></div>",2021-11-10 13:54:26.803082
https://www.techinasia.com/jobs/9eed6f27-ef1d-4498-8e88-6cefd4f6599e,Data Science Trainee,Algoritma,Data Science,11 – 50,Date created: 22 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"[""Responsible in maintaining Algoritma's Class Management System to meet the SLA for student assignment grading"", 'Responsible in answering online mentor support service for all Algoritma clients in answering technical data-science related questions', 'Assist lead instructor in conducting workshop as teaching assistant. Responsible in tracking attendance, ensuring logistics and venue preparation, and solving technical problems', 'Contribute in developing Algoritma educational content in data science for network of Alumnus or Corporate Clients', ""Contribute in Algoritma's tools development for analyzing and improving team's pedagogical excellence""]","[""Bachelor's degree in area related but not limited to mathematics, computer science, information technology will be an advantage"", 'Displaying strong interest in mastering full stack data scientist state of the art practice is a must', 'Highly enthusiastic with data analytics. Having experience in data analysis, data mining, machine learning projects will be a plus', 'Exposed to statistical tools, computational programming, database management, or software engineering', 'Experienced with R or Python.']","['Technology', 'Programming', 'Python', 'Analytics & Reporting', 'Data Science', 'R']","<div class=""jsx-3475296548""><p>Trainee for Algoritma team of instructors. Responsible in completing Algoritma Growth Program as part of competencies development.</p>
<p><u><strong>Job Descriptions</strong></u></p>
<ul><li>Responsible in maintaining Algoritma's Class Management System to meet the SLA for student assignment grading</li>
<li>Responsible in answering online mentor support service for all Algoritma clients in answering technical data-science related questions</li>
<li>Assist lead instructor in conducting workshop as teaching assistant. Responsible in tracking attendance, ensuring logistics and venue preparation, and solving technical problems</li>
<li>Contribute in developing Algoritma educational content in data science for network of Alumnus or Corporate Clients</li>
<li>Contribute in Algoritma's tools development for analyzing and improving team's pedagogical excellence</li>
</ul>
<p><u><strong>Requirements</strong></u></p>
<ul><li>Bachelor's degree in area related but not limited to mathematics, computer science, information technology will be an advantage</li>
<li>Displaying strong interest in mastering full stack data scientist state of the art practice is a must</li>
<li>Highly enthusiastic with data analytics. Having experience in data analysis, data mining, machine learning projects will be a plus</li>
<li>Exposed to statistical tools, computational programming, database management, or software engineering</li>
<li>Experienced with R or Python.</li>
</ul>
<p><strong>Perks and Benefits</strong></p>
<ul><li>Instructor &amp; Teaching Assistant Incentive</li>
<li>Annual Bonus</li>
<li>Laptop Ownership Program</li>
<li>Personal Development Benefit</li>
<li>Medical / Health Insurance</li>
<li>Retirement Benefit Plans</li>
<li>Paid Sick Leave</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:28.968028
https://www.techinasia.com/jobs/cc7b11d1-a325-45d8-90a3-f159d7c6e204,Data Scientist,PT HIGO FITUR INDONESIA,"Digital Media, Social Networking",11 – 50,Date created: 10 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Responsible for developing Operational Models.', 'Carry out data analytics and optimization using machine learning & deep learning.', 'Involved in strategic planning for data analytics.', 'Integrate data & perform ad-hoc analysis.', 'Fill in the gap between the stakeholders and customer.']","['Statistical & Analytical skills.', 'Data Mining.', 'Machine Learning & Deep learning principles.', 'In-depth programming knowledge (SAS/R/ Python coding).', 'Hadoop-based analytics.', 'Data optimization.', 'Decision making and soft skills.']","['Databases', 'Java', 'Data Science', 'Engineering', 'Big Data', 'Data Analysis', 'MySQL', 'Statistical Analysis', 'Presentation Skills']","<div class=""jsx-3475296548""><p><strong>Responsibilities:</strong></p>
<ul><li>Responsible for developing Operational Models.</li>
<li>Carry out data analytics and optimization using machine learning &amp; deep learning.</li>
<li>Involved in strategic planning for data analytics.</li>
<li>Integrate data &amp; perform ad-hoc analysis.</li>
<li>Fill in the gap between the stakeholders and customer.</li>
</ul>
<p><br/></p>
<p><strong>Requirements:</strong></p>
<ul><li>Statistical &amp; Analytical skills.</li>
<li>Data Mining.</li>
<li>Machine Learning &amp; Deep learning principles.</li>
<li>In-depth programming knowledge (SAS/R/ Python coding).</li>
<li>Hadoop-based analytics.</li>
<li>Data optimization.</li>
<li>Decision making and soft skills.</li>
</ul>
<p><br/></p>
<p><br/></p></div>",2021-11-10 13:54:31.239857
https://www.techinasia.com/jobs/271c5366-1dc5-4b66-8579-8d5e724aab3b,Business Analytics,99.co,Marketplaces (Property),11 – 50,Date created: 4 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Collaborate closely with various stakeholders to identify suitable business data to generate insightful operational metrics.', 'Work with Data Engineering and Data Analyst \xa0to implement and/or supervise data ingestions from various sources.', 'Validate correctness in source and transformed business data.', 'Create data visualizations and give needed insight']","['Working or Native proficiency in English and Bahasa Indonesia.', 'Strong hands-on data modelling skills using SQL.', 'Meticulous with data and numerically and statistically-oriented.', 'Ability to work independently in a fast-paced, deadline-driven environment.', 'Well-developed capabilities in problem-solving and crafting efficient processes', 'A result and success oriented mentality, conveying a sense of urgency and driving issues to closure', 'An ability to initiate and build relationships with people in an open, friendly, and accepting manner', 'An innate drive to innovate and optimize the use of available resources', 'Comfort with adapting and adjusting to multiple demands, shifting priorities, ambiguity, and rapid change']","['SQL', 'Google Analytics', 'Data Analysis']","<div class=""jsx-3475296548""><p>Business Analysts conduct market analyses, analysing both product lines and the overall profitability of the business. In addition, they develop and monitor data quality metrics and ensure business data and reporting needs are met. Strong technology, analytical and communication skills are must-have traits. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.</p>
<p><strong>Responsibilities:</strong></p>
<ul><li>Collaborate closely with various stakeholders to identify suitable business data to generate insightful operational metrics.</li>
<li>Work with Data Engineering and Data Analyst  to implement and/or supervise data ingestions from various sources.</li>
<li>Validate correctness in source and transformed business data.</li>
<li>Create data visualizations and give needed insight</li>
</ul>
<p><strong>You should have the following:</strong></p>
<ul><li>Working or Native proficiency in English and Bahasa Indonesia.</li>
<li>Strong hands-on data modelling skills using SQL.</li>
<li>Meticulous with data and numerically and statistically-oriented.</li>
<li>Ability to work independently in a fast-paced, deadline-driven environment.</li>
<li>Well-developed capabilities in problem-solving and crafting efficient processes</li>
<li>A result and success oriented mentality, conveying a sense of urgency and driving issues to closure</li>
<li>An ability to initiate and build relationships with people in an open, friendly, and accepting manner</li>
<li>An innate drive to innovate and optimize the use of available resources</li>
<li>Comfort with adapting and adjusting to multiple demands, shifting priorities, ambiguity, and rapid change</li>
</ul>
<p><strong>You should have one or more of the following:</strong></p>
<ul><li>Experience in Google Tag Manager and/or Google Analytics.</li>
<li>Experience in data-related features in the Google Cloud Platform ecosystem (e.g. Data Catalog, Data Studio, Google Cloud Storage, BigQuery etc).</li>
<li>Domain experience in real estate, e-commerce, advertising or marketing.</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:36.144732
https://www.techinasia.com/jobs/eb055fed-e25f-4a8e-8cec-263bdfd5be80,(Banking) Data Engineer,MatchaTalent,Human Resource,51 – 200,Date created: 28 Sep 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Communicate to do coordinational with tech team internally', 'Manage data and information for operational support', 'Produce report needed for internal or external parties']","['Communicate to do coordinational with tech team internally', 'Manage data and information for operational support', 'Produce report needed for internal or external parties']","['RDBMS', 'SQL', 'MySQL', 'Data Analysis', 'Data Management', 'Data Science', 'Databases', 'Data Visualization', 'Python', 'Hadoop', 'Big Data']","<div class=""jsx-3475296548""><p><strong>About the Company</strong></p>
<p>Our client is an IT company focus in providing total IT business solutions, IT infrastructure, and IT services to our customers. Our team has a lot of experiences with the latest trend, latest technologies, and high quality of services. This project would be placed for big enterprise (government) hiring needs.</p>
<p><strong>Responsibilities:</strong></p>
<ul><li>Communicate to do coordinational with tech team internally</li>
<li>Manage data and information for operational support</li>
<li>Produce report needed for internal or external parties</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul><li>Having at least 3 years related experiences</li>
<li>Excellent knowledge in RDBMS, SQL, Cognos</li>
<li>Excellent knowledge in ETL Tools (SSIS, DataStage)</li>
<li>Excellent knowledge in Big Data (Python, Hadoop, dll)</li>
<li>Have experienced in Banking/Insurance Industry is advantage</li>
</ul></div>",2021-11-10 13:54:42.928751
https://www.techinasia.com/jobs/d495e4e3-c872-4e61-a9f5-fb6d14005a8c,Inventory Controller,Dagangan,B2B ecommerce,201 – 500,Date created: 27 Sep 2021,"Yogyakarta, Indonesia",Full-time,4 to 7 years,"['Monitoring inventory levels (Stock days, inventory turnover, SKU Availability), tracking orders (outbound), tracking purchases (inbound).', 'Maintain CMS (Dagangan Warehousing Management System).', 'Monitoring Stock Transfer inter-hub.', 'Conduct Stock Opname, Cycle count - executing, monitoring, reporting.']","['Monitoring inventory levels (Stock days, inventory turnover, SKU Availability), tracking orders (outbound), tracking purchases (inbound).', 'Maintain CMS (Dagangan Warehousing Management System).', 'Monitoring Stock Transfer inter-hub.', 'Conduct Stock Opname, Cycle count - executing, monitoring, reporting.']","['Inventory Management', 'Data Analysis', 'CMS']","<div class=""jsx-3475296548""><p><strong>We Are Expanding! </strong></p>
<p>Dagangan is a demand aggregation platform for small towns and villages in Indonesia. It leverages the power of community and social network of influencers to solve production and accessibility issues, enabling households in the rural areas to get their daily needs delivered to them, with a cheaper price and much less effort.</p>
<p><br/></p>
<p><strong>Job Description:</strong></p>
<ul><li>Monitoring inventory levels (Stock days, inventory turnover, SKU Availability), tracking orders (outbound), tracking purchases (inbound).</li>
<li>Maintain CMS (Dagangan Warehousing Management System).</li>
<li>Monitoring Stock Transfer inter-hub.</li>
<li>Conduct Stock Opname, Cycle count - executing, monitoring, reporting.</li>
</ul>
<p><br/></p>
<p><strong>Requirements:</strong></p>
<ul><li>Bachelor’s degree in Industrial Engineering, Business Administration, Management, Logistics or Supply Chain, or other relevant subjects.</li>
<li>A minimum of 3 years of experience in retail, warehousing, logistics, or related field.</li>
<li>Strong understanding of Warehouse Administration and Operations.</li>
<li>Knowledgeable in Microsoft Office.</li>
<li>Have experience in ERP Systems is a plus.</li>
<li>Strong interpersonal skills, time-management, and analytical skills with high attention to detail.</li>
</ul></div>",2021-11-10 13:54:45.040552
https://www.techinasia.com/jobs/e2ec336f-6fab-4bbf-bad6-4b8e85a3ca35,Talent Acquisition Manager,Rata,Dental,201 – 500,Date created: 8 Nov 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Acting as Business Partner working closely with Business Leaders to determine recruitment needs and to provide guidance on hiring strategy.', 'Set hiring priority based on business overview and translate to Talent Acquisition plan.', 'Define metrics to be presented in reports to measure TA process and identify areas of improvement.', 'Collaborate with Employer Branding to create initiatives that support hiring strategies.', 'Optimize operational process flows and identify ways to deliver a consistent and scalable recruitment experience to all stakeholders.']","['Bachelor’s Degree of Psychology, Human Resource, Management or any related major.', 'Minimum of 3 years of Talent Acquisition and has experience in leading and driving successful Talent Acquisition teams in Startup environments.', 'Experienced in making improvements on the recruitment process.', 'Hands-on experience with Applicant Tracking System (ATS).', 'Build Talent Acquisition infrastructure from scratch or improvement on automation process.', 'Experienced in negotiating with stakeholders when handling dynamic and fast-paced projects in a timely manner.', 'Experience in handle massive hiring project \xa0in fast paced environment']","['Recruiting', 'Microsoft Excel', 'Data Analysis']","<div class=""jsx-3475296548""><p><strong>Job Descriptions :</strong></p>
<ul><li>Acting as Business Partner working closely with Business Leaders to determine recruitment needs and to provide guidance on hiring strategy.</li>
<li>Set hiring priority based on business overview and translate to Talent Acquisition plan.</li>
<li>Define metrics to be presented in reports to measure TA process and identify areas of improvement.</li>
<li>Collaborate with Employer Branding to create initiatives that support hiring strategies.</li>
<li>Optimize operational process flows and identify ways to deliver a consistent and scalable recruitment experience to all stakeholders.</li>
</ul>
<p><br/></p>
<p><strong>Job Requirements :</strong></p>
<ul><li>Bachelor’s Degree of Psychology, Human Resource, Management or any related major.</li>
<li>Minimum of 3 years of Talent Acquisition and has experience in leading and driving successful Talent Acquisition teams in Startup environments.</li>
<li>Experienced in making improvements on the recruitment process.</li>
<li>Hands-on experience with Applicant Tracking System (ATS).</li>
<li>Build Talent Acquisition infrastructure from scratch or improvement on automation process.</li>
<li>Experienced in negotiating with stakeholders when handling dynamic and fast-paced projects in a timely manner.</li>
<li>Experience in handle massive hiring project  in fast paced environment</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:47.253545
https://www.techinasia.com/jobs/80140441-75ad-4eb6-8256-1fdfe204a916,Merchandiser,Jakmall,"Marketplaces (general), Marketplaces",51 – 200,Date created: 1 Nov 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Account Manager, Partnerships (Money101)Hyphen GroupTaiwan, ChinaTWD 79,100 – 83,300 20 Sep 2021', '(Remote) Kitabisa Regional Coordinator - BaliKitabisa.comDenpasar, Bali, Indonesia 27 Sep 2021', 'Customer Relationship Management (CRM) ManagerFemale Daily NetworkJakarta, IndonesiaIDR 15,000,000 – 21,000,000 28 Oct 2021', 'Senior Account Officer Brand PartnershipKitabisa.comJakarta, Indonesia 26 Oct 2021', 'Sales ManagerAspireSingapore, SingaporeSGD 4,000 – 6,000 3 Oct 2021']","['Account Manager, Partnerships (Money101)Hyphen GroupTaiwan, ChinaTWD 79,100 – 83,300 20 Sep 2021', '(Remote) Kitabisa Regional Coordinator - BaliKitabisa.comDenpasar, Bali, Indonesia 27 Sep 2021', 'Customer Relationship Management (CRM) ManagerFemale Daily NetworkJakarta, IndonesiaIDR 15,000,000 – 21,000,000 28 Oct 2021', 'Senior Account Officer Brand PartnershipKitabisa.comJakarta, Indonesia 26 Oct 2021', 'Sales ManagerAspireSingapore, SingaporeSGD 4,000 – 6,000 3 Oct 2021']","['Merchandising', 'Google Analytics', 'Data Analysis']","<div class=""jsx-3475296548""><p>Job Description </p>
<ul><li>Build &amp; Develop new merchandising strategies that balance customer's expectations and the company's objective</li>
<li>Supervise, guide, and develop the merchandising team, as well as to set goals for team members to accomplish.</li>
<li>Can source new potential products, suppliers and maintain close relationships with existing suppliers.</li>
<li>Get updated on latest price, discounts, and promos from other marketplace/supplier</li>
<li>Develop promotional and other marketing strategies to help achieving sales goals</li>
<li>Perform market research, understand market trend and buying behavior</li>
<li>Provide exceptional coordination with other departments.</li>
<li>Maintain a good stock level and stock availability at all time<br/><br/></li>
</ul>
<p>Requirements</p>
<ul><li>Min 2 years working experience in the related field is required for this position</li>
<li>Min. bachelor degree from mathematic, statistic, economic/related major </li>
<li>Having network of suppliers and basic knowledge in stock management will be preferred</li>
<li>Proven working experience as merchandiser or data analyst.</li>
<li>Have a solid expertise on Business administration and product management with strong analytical and numerical skills to work out budgets and understand sales figures</li>
<li>Have the ability to work under pressure in a dynamic environment and to quickly identify problems and recommend solutions</li>
<li>Possess sound decision-making skills and the ability to plan and prioritize</li>
<li>Able to lead a team.</li>
<li>Good computer skills.</li>
<li>Detail-oriented, resilience under pressure</li>
<li>Great interpersonal and communication skills.</li>
</ul>
<p><br/></p></div>",2021-11-10 13:54:49.517004
